customer_id;product_family;size_new;coating_new;nozzle;price_of_nozzle;amount;machine_type;price_of_machine;date_order;date_delivery_is;delivery_time;locality_country;replacement_delivery;sales_revenue
136;P2;C3;B0;P2_C3_B0;700;2.0;none;0;05.12.2019;24.01.2020;50.0;France;0.0;1400.0
136;P2;C1;B0;P2_C1_B0;700;2.0;none;0;05.12.2019;24.01.2020;50.0;France;0.0;1400.0
87;P2;C2;B0;P2_C2_B0;700;5.0;none;0;09.12.2019;29.01.2020;51.0;Netherlands;0.0;3500.0
12;P1;50;B3;P1_50_B3;750;4.0;none;0;09.12.2019;28.01.2020;50.0;USA;0.0;3000.0
207;P1;0;B4;P1_00_B4;1000;6.0;none;0;12.12.2019;30.01.2020;49.0;USA;0.0;6000.0
207;P1;0;B4;P1_00_B4;1000;4.0;none;0;12.12.2019;17.06.2020;188.0;USA;0.0;4000.0
103;P1;0;B0;P1_00_B0;750;1.0;none;0;12.12.2019;12.02.2020;62.0;USA;0.0;750.0
105;P1;20;B1;P1_20_B1;750;2.0;none;0;13.12.2019;22.01.2020;40.0;Spain;0.0;1500.0
17;P1;40;B3;P1_40_B3;750;8.0;none;0;16.12.2019;28.01.2020;43.0;USA;0.0;6000.0
224;P1;30;B0;P1_30_B0;750;2.0;none;0;16.12.2019;07.02.2020;53.0;USA;0.0;1500.0
224;P1;20;B3;P1_20_B3;750;2.0;none;0;16.12.2019;07.02.2020;53.0;USA;0.0;1500.0
100;P1;30;B2;P1_30_B2;750;2.0;M2;35000;17.12.2019;24.01.2020;38.0;USA;0.0;36500.0
100;P1;30;B2;P1_30_B2;750;2.0;M2;35000;17.12.2019;10.03.2020;84.0;USA;0.0;36500.0
100;P1;30;B0;P1_30_B0;750;2.0;M2;35000;17.12.2019;24.01.2020;38.0;USA;0.0;36500.0
100;P1;30;B0;P1_30_B0;750;3.0;M2;35000;17.12.2019;10.03.2020;84.0;USA;0.0;37250.0
180;P1;30;B3;P1_30_B3;750;1.0;none;0;17.12.2019;21.01.2020;35.0;Australia;1.0;750.0
161;P1;20;B3;P1_20_B3;750;4.0;none;0;18.12.2019;12.02.2020;56.0;USA;0.0;3000.0
2;P1;30;B2;P1_30_B2;750;20.0;none;0;01.12.2019;21.01.2020;51.0;Ireland;0.0;15000.0
2;P1;30;B2;P1_30_B2;750;60.0;none;0;01.12.2019;30.06.2020;212.0;UK;0.0;45000.0
158;P1;30;B1;P1_30_B1;750;8.0;none;0;19.12.2019;13.05.2020;146.0;USA;0.0;6000.0
280;P1;30;B2;P1_30_B2;750;6.0;none;0;20.12.2019;30.01.2020;41.0;Belgium;0.0;4500.0
280;P1;30;B2;P1_30_B2;750;9.0;none;0;20.12.2019;18.06.2020;181.0;Belgium;0.0;6750.0
280;P1;30;B3;P1_30_B3;750;5.0;none;0;20.12.2019;30.01.2020;41.0;Belgium;0.0;3750.0
257;P2;C2;B0;P2_C2_B0;700;2.0;M3;100000;23.12.2019;15.01.2020;23.0;USA;0.0;101400.0
257;P2;C3;B0;P2_C3_B0;700;1.0;M3;100000;23.12.2019;15.01.2020;23.0;USA;0.0;100700.0
257;P1;30;B2;P1_30_B2;750;1.0;M3;100000;23.12.2019;15.01.2020;23.0;USA;0.0;100750.0
257;P1;30;B3;P1_30_B3;750;1.0;M3;100000;23.12.2019;15.01.2020;23.0;USA;0.0;100750.0
257;P1;30;B4;P1_30_B4;800;1.0;M3;100000;23.12.2019;15.01.2020;23.0;USA;0.0;100800.0
2;P1;30;B2;P1_30_B2;750;8.0;none;0;23.12.2019;06.03.2020;74.0;USA;0.0;6000.0
2;P1;30;B2;P1_30_B2;750;2.0;none;0;23.12.2019;06.03.2020;74.0;USA;0.0;1500.0
182;P1;30;B4;P1_30_B4;800;8.0;none;0;23.12.2019;24.01.2020;32.0;Finnland;0.0;6400.0
248;P2;C2;B0;P2_C2_B0;700;4.0;none;0;23.12.2019;09.01.2020;17.0;USA;0.0;2800.0
2;P1;30;B2;P1_30_B2;750;60.0;none;0;01.01.2020;21.09.2020;264.0;UK;0.0;45000.0
304;P2;C2;B0;P2_C2_B0;700;1.0;none;0;02.01.2020;09.01.2020;7.0;China;1.0;700.0
75;P1;20;B3;P1_20_B3;750;2.0;none;0;03.01.2020;14.02.2020;42.0;USA;0.0;1500.0
81;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;03.01.2020;04.03.2020;61.0;UK;0.0;56400.0
29;P1;20;B4;P1_20_B4;800;3.0;none;0;06.01.2020;13.01.2020;7.0;Canada;0.0;2400.0
221;P1;10;B4;P1_10_B4;850;2.0;M1;40000;07.01.2020;24.02.2020;48.0;China;0.0;41700.0
191;P1;20;B0;P1_20_B0;750;1.0;none;0;07.01.2020;14.02.2020;38.0;USA;0.0;750.0
191;P1;20;B2;P1_20_B2;750;1.0;none;0;07.01.2020;09.01.2020;2.0;USA;0.0;750.0
191;P2;C2;B0;P2_C2_B0;700;1.0;none;0;07.01.2020;09.01.2020;2.0;USA;0.0;700.0
191;P2;C2;B0;P2_C2_B0;700;2.0;none;0;07.01.2020;14.02.2020;38.0;USA;0.0;1400.0
221;P1;20;B4;P1_20_B4;800;1.0;none;0;07.01.2020;17.02.2020;41.0;China;0.0;800.0
221;P1;0;B1;P1_00_B1;900;2.0;none;0;07.01.2020;17.02.2020;41.0;China;0.0;1800.0
243;P1;30;B3;P1_30_B3;750;4.0;M4;1000000;08.01.2020;09.09.2020;245.0;Netherlands;0.0;1003000.0
315;P2;C2;B0;P2_C2_B0;700;2.0;none;0;08.01.2020;09.04.2020;92.0;USA;0.0;1400.0
197;P1;X1;B0;P1_X1_B0;50;7.0;none;0;08.01.2020;13.01.2020;5.0;South Korea;0.0;350.0
254;P2;C2;B0;P2_C2_B0;700;1.0;none;0;03.01.2020;09.01.2020;6.0;UK;1.0;700.0
254;P2;C3;B0;P2_C3_B0;700;1.0;none;0;03.01.2020;09.01.2020;6.0;UK;1.0;700.0
210;P2;C2;B0;P2_C2_B0;700;2.0;none;0;05.12.2019;22.01.2020;48.0;Japan;0.0;1400.0
165;P1;30;B0;P1_30_B0;750;4.0;M2;35000;13.12.2019;19.06.2020;189.0;Germany;0.0;38000.0
125;P1;0;B2;P1_00_B2;900;1.0;M2;35000;14.01.2020;19.06.2020;157.0;Poland;0.0;35900.0
125;P1;0;B3;P1_00_B3;850;1.0;M2;35000;14.01.2020;19.06.2020;157.0;Poland;0.0;35850.0
125;P1;20;B2;P1_20_B2;750;1.0;M2;35000;19.03.2020;19.06.2020;92.0;Poland;0.0;35750.0
125;P1;30;B3;P1_30_B3;750;1.0;M2;35000;19.03.2020;19.06.2020;92.0;Poland;0.0;35750.0
121;P2;C2;B0;P2_C2_B0;700;1.0;M7;55000;14.01.2020;27.02.2020;44.0;Austria;0.0;55700.0
121;P1;40;B3;P1_40_B3;750;1.0;M7;55000;14.01.2020;27.02.2020;44.0;Austria;0.0;55750.0
272;P1;30;B0;P1_30_B0;750;2.0;M1;40000;14.01.2020;24.04.2020;101.0;UK;0.0;41500.0
12;P1;40;B3;P1_40_B3;750;1.0;none;0;18.12.2019;28.01.2020;41.0;USA;0.0;750.0
16;P1;20;B0;P1_20_B0;750;3.0;none;0;15.01.2020;04.03.2020;49.0;Canada;0.0;2250.0
103;P1;0;B0;P1_00_B0;750;1.0;none;0;15.01.2020;18.03.2020;63.0;USA;0.0;750.0
283;P1;10;B1;P1_10_B1;750;2.0;none;0;15.01.2020;24.04.2020;100.0;Germany;0.0;1500.0
12;P1;50;B3;P1_50_B3;750;2.0;none;0;08.10.2019;02.07.2020;268.0;USA;0.0;1500.0
216;P1;30;B4;P1_30_B4;800;4.0;none;0;16.01.2020;13.02.2020;28.0;Germany;0.0;3200.0
315;P2;C2;B0;P2_C2_B0;700;1.0;none;0;05.01.2020;17.01.2020;12.0;USA;0.0;700.0
123;P1;0;B0;P1_00_B0;750;1.0;none;0;17.01.2020;10.03.2020;53.0;Portugal;0.0;750.0
22;P1;10;B2;P1_10_B2;750;1.0;none;0;17.01.2020;17.04.2020;91.0;France;0.0;750.0
158;P1;30;B1;P1_30_B1;750;5.0;none;0;20.01.2020;22.01.2020;2.0;USA;0.0;3750.0
129;P1;20;B2;P1_20_B2;750;1.0;none;0;20.01.2020;21.01.2020;1.0;UK;0.0;750.0
210;P2;C2;B0;P2_C2_B0;700;3.0;M7;55000;21.01.2020;06.03.2020;45.0;Japan;0.0;57100.0
2;P1;30;B2;P1_30_B2;750;2.0;none;0;03.01.2020;21.01.2020;18.0;Ireland;0.0;1500.0
142;P2;C2;B0;P2_C2_B0;700;1.0;M7;55000;20.02.2020;27.02.2020;7.0;Belgium;0.0;55700.0
142;P1;40;B3;P1_40_B3;750;1.0;M7;55000;20.02.2020;27.02.2020;7.0;Belgium;0.0;55750.0
17;P1;40;B3;P1_40_B3;750;10.0;none;0;23.01.2020;31.03.2020;68.0;USA;0.0;7500.0
303;P1;40;B1;P1_40_B1;750;1.0;none;0;27.01.2020;10.03.2020;43.0;Spain;0.0;750.0
303;P1;40;B2;P1_40_B2;750;6.0;none;0;27.01.2020;01.04.2020;65.0;Spain;0.0;4500.0
303;P1;40;B3;P1_40_B3;750;1.0;none;0;27.01.2020;10.03.2020;43.0;Spain;0.0;750.0
171;P1;20;B1;P1_20_B1;750;2.0;none;0;27.01.2020;29.01.2020;2.0;Canada;0.0;1500.0
181;P1;30;B0;P1_30_B0;750;3.0;M1;40000;27.01.2020;24.02.2020;28.0;UK;0.0;42250.0
105;P1;20;B1;P1_20_B1;750;2.0;none;0;27.01.2020;21.02.2020;25.0;Spain;0.0;1500.0
17;P1;40;B3;P1_40_B3;750;2.0;none;0;28.01.2020;16.12.2020;323.0;USA;1.0;1500.0
277;P1;20;B3;P1_20_B3;750;1.0;none;0;28.01.2020;20.02.2020;23.0;Netherlands;0.0;750.0
40;P1;20;B0;P1_20_B0;750;6.0;none;0;28.01.2020;18.03.2020;50.0;Germany;0.0;4500.0
99;P1;30;B3;P1_30_B3;750;2.0;none;0;28.01.2020;10.03.2020;42.0;Germany;0.0;1500.0
317;P1;40;B0;P1_40_B0;750;4.0;none;0;28.01.2020;13.03.2020;45.0;Spain;0.0;3000.0
197;P1;X1;B0;P1_X1_B0;50;7.0;none;0;28.01.2020;17.03.2020;49.0;South Korea;0.0;350.0
269;P1;40;B0;P1_40_B0;750;1.0;none;0;28.01.2020;13.03.2020;45.0;USA;0.0;750.0
163;P1;10;B4;P1_10_B4;850;2.0;none;0;29.01.2020;30.03.2020;61.0;USA;0.0;1700.0
163;P1;10;B3;P1_10_B3;750;1.0;none;0;29.01.2020;30.03.2020;61.0;USA;0.0;750.0
166;P1;20;B1;P1_20_B1;750;1.0;none;0;30.01.2020;09.06.2020;131.0;USA;0.0;750.0
110;P2;C2;B0;P2_C2_B0;700;1.0;M7;55000;30.01.2020;04.02.2020;5.0;South Korea;0.0;55700.0
110;P2;C1;B0;P2_C1_B0;700;1.0;M7;55000;30.01.2020;04.02.2020;5.0;South Korea;0.0;55700.0
69;P1;20;B1;P1_20_B1;750;1.0;none;0;30.01.2020;10.03.2020;40.0;UK;0.0;750.0
69;P1;20;B4;P1_20_B4;800;1.0;none;0;30.01.2020;10.03.2020;40.0;UK;0.0;800.0
68;P2;C2;B0;P2_C2_B0;700;1.0;none;0;31.01.2020;09.03.2020;38.0;Germany;0.0;700.0
68;P2;C1;B0;P2_C1_B0;700;1.0;none;0;31.01.2020;09.03.2020;38.0;Germany;0.0;700.0
194;P1;40;B1;P1_40_B1;750;1.0;none;0;04.02.2020;07.02.2020;3.0;South Korea;1.0;750.0
108;P1;0;B0;P1_00_B0;750;1.0;none;0;04.02.2020;24.03.2020;49.0;Austria;0.0;750.0
158;P1;30;B1;P1_30_B1;750;5.0;none;0;01.02.2020;20.02.2020;19.0;USA;0.0;3750.0
210;P2;C2;B0;P2_C2_B0;700;3.0;none;0;05.02.2020;06.03.2020;30.0;Japan;0.0;2100.0
2;P1;30;B2;P1_30_B2;750;40.0;none;0;06.02.2020;20.02.2020;14.0;Ireland;0.0;30000.0
2;P1;30;B2;P1_30_B2;750;2.0;none;0;05.02.2020;06.02.2020;1.0;Ireland;1.0;1500.0
203;P1;10;B4;P1_10_B4;850;2.0;none;0;07.02.2020;30.04.2020;83.0;Sweden;0.0;1700.0
115;P1;20;B3;P1_20_B3;750;1.0;M1;40000;10.02.2020;25.05.2020;105.0;Germany;0.0;40750.0
201;P1;20;B0;P1_20_B0;750;6.0;none;0;10.02.2020;18.03.2020;37.0;Netherlands;0.0;4500.0
68;P2;C2;B0;P2_C2_B0;700;3.0;none;0;10.02.2020;23.06.2020;134.0;Germany;0.0;2100.0
68;P2;C1;B0;P2_C1_B0;700;3.0;none;0;10.02.2020;23.06.2020;134.0;Germany;0.0;2100.0
253;P1;10;B0;P1_10_B0;750;5.0;none;0;11.02.2020;15.05.2020;94.0;Czech Republic;0.0;3750.0
253;P1;20;B0;P1_20_B0;750;5.0;none;0;11.02.2020;15.05.2020;94.0;Czech Republic;0.0;3750.0
253;P1;20;B2;P1_20_B2;750;3.0;none;0;11.02.2020;15.05.2020;94.0;Czech Republic;0.0;2250.0
37;P1;20;B2;P1_20_B2;750;1.0;none;0;11.02.2020;12.02.2020;1.0;France;1.0;750.0
156;P1;30;B0;P1_30_B0;750;1.0;none;0;14.02.2020;20.03.2020;35.0;Italy;0.0;750.0
132;P1;30;B3;P1_30_B3;750;1.0;none;0;13.02.2020;14.02.2020;1.0;France;0.0;750.0
68;P2;C1;B0;P2_C1_B0;700;2.0;none;0;14.02.2020;18.02.2020;4.0;Germany;1.0;1400.0
196;P1;40;B0;P1_40_B0;750;1.0;none;0;17.02.2020;18.02.2020;1.0;UK;0.0;750.0
254;P2;C3;B0;P2_C3_B0;700;2.0;none;0;18.02.2020;26.03.2020;37.0;UK;0.0;1400.0
75;P1;20;B3;P1_20_B3;750;2.0;none;0;18.02.2020;05.05.2020;77.0;USA;0.0;1500.0
232;P1;40;B2;P1_40_B2;750;3.0;none;0;18.02.2020;01.04.2020;43.0;Canada;0.0;2250.0
90;P1;20;B3;P1_20_B3;750;1.0;none;0;19.02.2020;04.05.2020;75.0;Germany;0.0;750.0
90;P1;20;B4;P1_20_B4;800;1.0;none;0;19.02.2020;04.05.2020;75.0;Germany;0.0;800.0
88;P1;20;B1;P1_20_B1;750;3.0;none;0;19.02.2020;23.04.2020;64.0;Germany;0.0;2250.0
101;P1;20;B0;P1_20_B0;750;1.0;none;0;19.02.2020;19.03.2020;29.0;USA;0.0;750.0
25;P1;20;B3;P1_20_B3;750;1.0;none;0;19.02.2020;22.04.2020;63.0;UK;0.0;750.0
312;P1;30;B3;P1_30_B3;750;2.0;none;0;19.02.2020;20.03.2020;30.0;USA;0.0;1500.0
312;P1;30;B2;P1_30_B2;750;1.0;none;0;19.02.2020;20.03.2020;30.0;USA;0.0;750.0
312;P1;40;B4;P1_40_B4;800;1.0;none;0;19.02.2020;20.03.2020;30.0;USA;0.0;800.0
86;P1;20;B2;P1_20_B2;750;2.0;M1;40000;20.02.2020;03.04.2020;43.0;Netherlands;0.0;41500.0
270;P1;20;B2;P1_20_B2;750;1.0;none;0;25.02.2020;25.02.2020;0.0;UK;0.0;750.0
87;P1;40;B2;P1_40_B2;750;1.0;none;0;24.02.2020;05.05.2020;71.0;Netherlands;0.0;750.0
134;P1;20;B4;P1_20_B4;800;4.0;none;0;24.02.2020;08.04.2020;44.0;UK;0.0;3200.0
210;P2;C2;B0;P2_C2_B0;700;1.0;none;0;24.02.2020;26.03.2020;31.0;Japan;0.0;700.0
248;P2;C2;B0;P2_C2_B0;700;3.0;none;0;25.02.2020;20.05.2020;85.0;USA;0.0;2100.0
166;P1;20;B1;P1_20_B1;750;2.0;none;0;25.02.2020;09.06.2020;105.0;USA;0.0;1500.0
233;P1;20;B2;P1_20_B2;750;2.0;none;0;25.02.2020;23.03.2020;27.0;USA;0.0;1500.0
257;P2;C2;B0;P2_C2_B0;700;1.0;none;0;25.02.2020;02.06.2020;98.0;USA;0.0;700.0
260;P1;30;B0;P1_30_B0;750;2.0;none;0;25.02.2020;20.05.2020;85.0;USA;0.0;1500.0
110;P2;C2;B0;P2_C2_B0;700;3.0;none;0;25.02.2020;26.03.2020;30.0;South Korea;0.0;2100.0
270;P1;10;B2;P1_10_B2;750;1.0;none;0;25.02.2020;25.05.2020;90.0;UK;0.0;750.0
198;P1;10;B1;P1_10_B1;750;5.0;none;0;25.02.2020;22.05.2020;87.0;Germany;0.0;3750.0
198;P1;10;B2;P1_10_B2;750;1.0;none;0;25.02.2020;22.05.2020;87.0;Germany;0.0;750.0
105;P1;10;B2;P1_10_B2;750;4.0;M3;100000;26.02.2020;11.12.2020;289.0;Spain;0.0;103000.0
203;P1;10;B4;P1_10_B4;850;4.0;none;0;26.02.2020;27.03.2020;30.0;Sweden;0.0;3400.0
133;P1;20;B3;P1_20_B3;750;2.0;none;0;26.02.2020;27.05.2020;91.0;France;0.0;1500.0
112;P1;20;B0;P1_20_B0;750;1.0;none;0;27.02.2020;19.03.2020;21.0;USA;0.0;750.0
12;P1;40;B1;P1_40_B1;750;1.0;none;0;27.02.2020;02.07.2020;126.0;USA;0.0;750.0
187;P1;20;B0;P1_20_B0;750;3.0;none;0;27.02.2020;23.04.2020;56.0;USA;0.0;2250.0
267;P1;30;B2;P1_30_B2;750;1.0;none;0;27.02.2020;25.05.2020;88.0;UK;0.0;750.0
221;P1;20;B1;P1_20_B1;750;6.0;none;0;27.02.2020;16.04.2020;49.0;USA;0.0;4500.0
220;P1;30;B0;P1_30_B0;750;25.0;none;0;28.02.2020;14.04.2020;46.0;Ireland;0.0;18750.0
117;P1;20;B1;P1_20_B1;750;1.0;none;0;28.02.2020;22.05.2020;84.0;Spain;0.0;750.0
105;P1;20;B1;P1_20_B1;750;2.0;none;0;02.03.2020;02.03.2020;0.0;Spain;0.0;1500.0
211;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;28.02.2020;30.04.2020;62.0;UK;0.0;56400.0
2;P1;30;B2;P1_30_B2;750;40.0;none;0;01.03.2020;30.04.2020;60.0;Ireland;0.0;30000.0
158;P1;30;B1;P1_30_B1;750;5.0;none;0;01.03.2020;25.03.2020;24.0;USA;0.0;3750.0
105;P1;10;B1;P1_10_B1;750;2.0;none;0;06.03.2020;06.03.2020;0.0;Spain;0.0;1500.0
62;P2;C2;B0;P2_C2_B0;700;1.0;none;0;25.02.2020;06.03.2020;10.0;Germany;1.0;700.0
161;P1;20;B3;P1_20_B3;750;4.0;none;0;06.03.2020;22.04.2020;47.0;USA;0.0;3000.0
92;P1;40;B0;P1_40_B0;750;2.0;none;0;06.03.2020;14.05.2020;69.0;USA;0.0;1500.0
248;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;06.03.2020;10.03.2020;4.0;USA;0.0;56400.0
248;P2;C2;B0;P2_C2_B0;700;2.0;M7;55000;06.03.2020;21.07.2020;137.0;USA;0.0;56400.0
248;P2;C2;B2;P2_C2_B2;700;1.0;M7;55000;06.03.2020;21.07.2020;137.0;USA;0.0;55700.0
